model_key,review_id,topic_proxy
bertimbau,3a9cc3b90bc22af3b6edec6ac5e899c8,other
bertimbau,6ec93e77f444e0b1703740a69122e35d,other
bertimbau,1a91202cd7f4d5acd2bc109d5fd3c047,product
bertimbau,974929cd0aae95525e5524f8d666160d,delivery
bertimbau,dbfd8cba8b9ceff10f99ac7274f033b3,delivery
bertimbau,bd9ff9329765ed79c1b081269e9f08aa,other
bertimbau,3ba4306480ae86226634b10b023a1250,other
bertimbau,cbaa2ae22347e22bbb037d421072eee9,other
bertimbau,556e5259e2d5b0cbeec371d7a22bef5a,product
bertimbau,f4ac38a0c605e0acf87051fd53a414fc,delivery
bertimbau,b2afc68cb2d3f8cbf7bf956f76c0855c,product
bertimbau,156e9ca1f645798e0ddf64dfa79566cf,other
bertimbau,f76c1205c2a85f2be09fbbe71d8d0b7d,other
bertimbau,90ee8065d229642eab9c2ffe3b33b91d,delivery
bertimbau,8f4c4882df92da5127153b67f5541806,delivery
bertimbau,a9a9489f00b37728b4905e47f2b95a4d,delivery
bertimbau,20562de5e34d504826c5b9e893ee1f6a,product
bertimbau,31a0d09572da13a6a587b2986e6b1b34,product
bertimbau,8f39f09c22b1ceb6e3eb178d8e50bb8a,product
bertimbau,727fdc53d2891323aa72c4c79650c325,product
bertimbau,b9867004151eef78e82f18728f2a3cee,product
bertimbau,5c5486a9b74b631a072e526841ab8b46,product
bertimbau,e8ef92df93348dc8d96b1b6a8b0567ee,product
bertimbau,298ffc4bb0dd5670802b63b3ed1eda85,other
bertimbau,46bfb3203befc211c0947d6081d17b73,product
bertimbau,cf6ec44a22aa0a5493571b9de442d618,delivery
bertimbau,e9c585a94227ab05461a7675ca5f010c,other
bertimbau,ded7897490401f7aec8ce868a10fea17,other
bertimbau,9c8dec22e76c10ea9da9997073dd41b0,other
bertimbau,8c80c295fa55d3bfc5c685c342ecf6d4,other
bertimbau,43375ed8d561b2d0dec4486143cb871c,delivery
bertimbau,da9f8f6a08145c2d7c041e57a3f262be,other
bertimbau,f2c8cb38137fa6a2c2ee5831650a6314,product
bertimbau,d838d6e37f4ee0ce4d0a56e5d5211038,product
bertimbau,00a1b1c8636bce2a676e93c203c1d585,other
bertimbau,084a39ba9b337efa6cb122af96c4b5c2,other
bertimbau,0db1b55476da996d2b2b46a74a6ae167,other
bertimbau,db64106aff6c7180cb841937f43f5f44,product
bertimbau,c6651e175e432ceceec4c2e34c8f403b,other
bertimbau,19b4862e9952de13d95f480bb053955d,delivery
bertimbau,485d8767d19fdfb75652a75ffcc45955,product
bertimbau,31ded2a6b13dd99a719388ce501d8c06,delivery
bertimbau,d6b0a9e1cc2bd827de2f63af37710456,product
bertimbau,e73e80ae479611c5bba51fec8bdee431,other
bertimbau,9f2ba62e9e1e34d06e8ae338c55e9ce6,other
bertimbau,b120b1baae836932650815f88f2ffa0e,delivery
bertimbau,30f2619843ddd4a19bbcb306669d2bf0,other
bertimbau,ef53057f3251e89611bcbc665e575765,delivery
bertimbau,8e5408e78acc81f872afcbcd6e30b45d,delivery
bertimbau,1eca8570e301d2d9ee72698803c6ae41,other
bertimbau,7dcd9012da02a79fb7b0eeff1bf4b8d4,other
