x,y,cluster,sentiment,topic_proxy,review_id,model_key,dataset_key
-0.04401491,0.18140522,0,neutral,other,32cba2bc8e4b8a57f2063c108e2d6693,bertimbau,olist
0.14467278,0.296967,6,negative,other,86b8f28757b213a5f9888c8f31f15dc5,bertimbau,olist
0.3675042,-0.037640005,1,negative,product,5bed105c6756af72c550e78d4e9bcba7,bertimbau,olist
-0.36928022,-0.1126506,2,positive,delivery,21d7fa60f781a98de43940c2573d07ee,bertimbau,olist
-0.11924688,-0.10261434,5,positive,product,3e0449b3abd6563eef3fab99a2e5a9ec,bertimbau,olist
-0.1852611,-0.12517384,3,positive,product,19205689f830b4a8f7372c7655e7c4a7,bertimbau,olist
0.11169582,-0.29304993,4,positive,delivery,073075873e2d7603248cfc951ad7c2c8,bertimbau,olist
-0.055296816,0.10716607,5,positive,other,505f890341880ff7158b09cabfd90ece,bertimbau,olist
-0.045920923,0.01621148,3,positive,other,f8629b549f7dbe5911ac684cd67b75ad,bertimbau,olist
-0.048374817,-0.2141993,4,positive,delivery,2f17f8ffe35062ac9d76c4dde9c181eb,bertimbau,olist
0.0999139,-0.032438397,1,neutral,product,cb0afd21795569cda373d39c5a0ca502,bertimbau,olist
0.22059613,0.053851515,1,negative,product,d34ad0ccdfa8649968e8eb3cac55e8b4,bertimbau,olist
0.04462914,-0.29124832,4,positive,delivery,12f226601192062b644b158e0af9e723,bertimbau,olist
0.30134392,-0.044869244,1,negative,product,2d0d80576ee9bbab49cc108d9ec7a0fb,bertimbau,olist
-0.17809781,-0.15983716,3,positive,delivery,c70f661829da37bccaeda6bcb6aed01e,bertimbau,olist
0.307724,0.030596733,1,negative,support,45d1572f5bfca2707ae6748265f8169a,bertimbau,olist
-0.11141543,-0.30600613,4,positive,product,cca1567911b8150cfda5ce46e6a8ad7a,bertimbau,olist
0.0931332,0.24464664,6,negative,other,8f16e30ff188fe57a427fee7afb60c90,bertimbau,olist
0.009952784,0.020220816,3,negative,delivery,a099d25e117c98a5d7ae5b70119b7f32,bertimbau,olist
-0.06804691,-0.2343868,4,positive,delivery,90d7c8c2bc4d1328995149f3fd6ea941,bertimbau,olist
0.13295764,0.059581324,6,positive,other,294845299f875a2abb84852d4c5be77b,bertimbau,olist
-0.20552275,0.019079208,2,positive,other,83f2d758c5e31f14e3d8ce9bff55780e,bertimbau,olist
-0.09621903,-0.0017362237,3,negative,product,f43eeb6bb515e7c94635efb799ac5901,bertimbau,olist
-0.042338736,0.056313142,4,positive,delivery,4ba573578ef9ba73205025d483690779,bertimbau,olist
-0.26071277,-0.18592516,3,positive,delivery,94d950a41403f4a115ab713488ddb3cd,bertimbau,olist
-0.03316049,-0.23066884,4,positive,delivery,56f8b1f478a87c6604588ad148e61ca8,bertimbau,olist
-0.10270664,-0.18001518,4,negative,product,7b66de927426b71a817aa36df5e8a0b3,bertimbau,olist
-0.12228,-0.16435397,5,positive,product,a425fade0a366210ed595648f21cb93d,bertimbau,olist
